Port,Protocol,Service,Category,Risk,Description
2428,TCP,One-Way-Trip-Time,Infrastructure,Medium,One Way Trip Time
2429,TCP,FT-ROLE,Infrastructure,Medium,FT-ROLE
2430,TCP,venus,Infrastructure,Medium,venus
2431,TCP,venus-se,Infrastructure,Medium,venus-se
2432,TCP,codasrv,Infrastructure,Medium,codasrv
2433,TCP,codasrv-se,Infrastructure,Medium,codasrv-se
2434,TCP,pxc-epmap,Infrastructure,Medium,pxc-epmap
2435,TCP,OptiLogic,Infrastructure,Medium,OptiLogic
2436,TCP,TOP-X,Infrastructure,Medium,TOP/X
2437,TCP,UniControl,Infrastructure,Medium,UniControl
2438,TCP,MSP,Legacy,Low,MSP
2439,TCP,SybaseDBSynch,Infrastructure,Medium,SybaseDBSynch
2440,TCP,Spearway-Lockers,Infrastructure,Medium,Spearway Lockers
2441,TCP,pvsw-inet,Infrastructure,Medium,pvsw-inet
2442,TCP,Netangel,Infrastructure,Medium,Netangel
2443,TCP,PowerClient-Central-Storage-Facility,C2,High,PowerClient Central Storage Facility
2444,TCP,BT-PP2-Sectrans,Infrastructure,Medium,BT PP2 Sectrans
2445,TCP,DTN1,Infrastructure,Medium,DTN1
2446,TCP,buesservice,Infrastructure,Medium,bues_service
2447,TCP,OpenView-NNM-daemon,Infrastructure,Medium,OpenView NNM daemon
2448,TCP,hpppsvr,Infrastructure,Medium,hpppsvr
2449,TCP,RATL,Infrastructure,Medium,RATL
2450,TCP,netadmin,Infrastructure,Medium,netadmin
2451,TCP,netchat,Infrastructure,Medium,netchat
2452,TCP,SnifferClient,Infrastructure,Medium,SnifferClient
2453,TCP,madge-om,Infrastructure,Medium,madge-om
2454,TCP,IndX-DDS,Infrastructure,Medium,IndX-DDS
2455,TCP,WAGO-IO-SYSTEM,Infrastructure,Medium,WAGO-IO-SYSTEM
2456,TCP,altav-remmgt,Infrastructure,Medium,altav-remmgt
2457,TCP,RapidoIP,Infrastructure,Medium,Rapido_IP
2458,TCP,griffin,Infrastructure,Medium,griffin
2459,TCP,Community,Infrastructure,Medium,Community
2460,TCP,ms-theater,Infrastructure,Medium,ms-theater
2461,TCP,qadmifoper,Infrastructure,Medium,qadmifoper
2462,TCP,qadmifevent,Infrastructure,Medium,qadmifevent
2463,TCP,Symbios-Raid,Infrastructure,Medium,Symbios Raid
2464,TCP,DirecPC-SI,Infrastructure,Medium,DirecPC SI
2465,TCP,Load-Balance-Management,Infrastructure,Medium,Load Balance Management
2466,TCP,Load-Balance-Forwarding,Infrastructure,Medium,Load Balance Forwarding
2467,TCP,High-Criteria,Infrastructure,Medium,High Criteria
2468,TCP,qipmsgd,Infrastructure,Medium,qip_msgd
2469,TCP,MTI-TCS-COMM,Infrastructure,Medium,MTI-TCS-COMM
2470,TCP,taskman-port,Infrastructure,Medium,taskman port
2471,TCP,SeaODBC,Infrastructure,Medium,SeaODBC
2472,TCP,C3,Infrastructure,Medium,C3
2473,TCP,Aker-cdp,Infrastructure,Medium,Aker-cdp
2474,TCP,Vital-Analysis,Infrastructure,Medium,Vital Analysis
2475,TCP,ACE-Server,Infrastructure,Medium,ACE Server
2476,TCP,ACE-Server-Propagation,Infrastructure,Medium,ACE Server Propagation
2477,TCP,SecurSight-Certificate-Valifation-Service,Infrastructure,Medium,SecurSight Certificate Valifation Service
2478,TCP,SecurSight-Authentication-Server,Infrastructure,Medium,SecurSight Authentication Server (SLL)
2479,TCP,SecurSight-Event-Logging-Server,Infrastructure,Medium,SecurSight Event Logging Server (SSL)
2480,TCP,Lingwoods-Detail,Infrastructure,Medium,Lingwood's Detail
2481,TCP,Oracle-GIOP,Database,High,Oracle GIOP
2482,TCP,Oracle-GIOP-SSL,Database,High,Oracle GIOP SSL
2483,TCP,Oracle-SSL,Database,Medium,Secure Oracle
2484,TCP,Oracle-TCPS,Database,Medium,Secure Oracle TCPS
2485,TCP,Net-Objects1,Infrastructure,Medium,Net Objects1
2486,TCP,Net-Objects2,Infrastructure,Medium,Net Objects2
2487,TCP,Policy-Notice-Service,Infrastructure,Medium,Policy Notice Service
2488,TCP,Moy-Corporation,Infrastructure,Medium,Moy Corporation
2489,TCP,TSILB,Infrastructure,Medium,TSILB
2490,TCP,qipqdhcp,Infrastructure,Medium,qip_qdhcp
2491,TCP,Conclave-CPP,Infrastructure,Medium,Conclave CPP
2492,TCP,GROOVE,Infrastructure,Medium,GROOVE
2493,TCP,Talarian-MQS,Infrastructure,Medium,Talarian MQS
2494,TCP,BMC-AR,Infrastructure,Medium,BMC AR
2495,TCP,Fast-Remote-Services,Infrastructure,Medium,Fast Remote Services
2496,TCP,DIRGIS,Infrastructure,Medium,DIRGIS
2497,TCP,Quad-DB,Infrastructure,Medium,Quad DB
2498,TCP,ODN-CasTraq,Infrastructure,Medium,ODN-CasTraq
2499,TCP,UniControl,Infrastructure,Medium,UniControl
2500,TCP,Resource-Tracking-system-server,Infrastructure,Medium,Resource Tracking system server
2501,TCP,Resource-Tracking-system-client,Infrastructure,Medium,Resource Tracking system client
2502,TCP,Kentrox-Protocol,Infrastructure,Medium,Kentrox Protocol
2503,TCP,NMS-DPNSS,Infrastructure,Medium,NMS-DPNSS
2504,TCP,WLBS,Infrastructure,Medium,WLBS
2505,TCP,torque-traffic,C2,High,torque-traffic
2506,TCP,jbroker,Infrastructure,Medium,jbroker
2507,TCP,spock,Infrastructure,Medium,spock
2508,TCP,JDataStore,C2,High,JDataStore
2509,TCP,fjmpss,Infrastructure,Medium,fjmpss
2510,TCP,fjappmgrbulk,Infrastructure,Medium,fjappmgrbulk
2511,TCP,Metastorm,C2,High,Metastorm
2512,TCP,Citrix-IMA,Infrastructure,Medium,Citrix IMA
2513,TCP,Citrix-ADMIN,Infrastructure,Medium,Citrix ADMIN
2514,TCP,Facsys-NTP,Infrastructure,Medium,Facsys NTP
2515,TCP,Facsys-Router,Infrastructure,Medium,Facsys Router
2516,TCP,Main-Control,Infrastructure,Medium,Main Control
2517,TCP,H323-Annex-E-call-signaling-transport,Infrastructure,Medium,H.323 Annex E call signaling transport
2518,TCP,Willy,Infrastructure,Medium,Willy
2519,TCP,globmsgsvc,Infrastructure,Medium,globmsgsvc
2520,TCP,pvsw,Infrastructure,Medium,pvsw
2521,TCP,Adaptec-Manager,Infrastructure,Medium,Adaptec Manager
2522,TCP,WinDb,Infrastructure,Medium,WinDb
2523,TCP,Qke-LLC-V3,Infrastructure,Medium,Qke LLC V.3
2524,TCP,Optiwave-License-Management,Infrastructure,Medium,Optiwave License Management
2525,TCP,MS-V-Worlds,Infrastructure,Medium,MS V-Worlds
2526,TCP,EMA-License-Manager,Infrastructure,Medium,EMA License Manager
2527,TCP,IQ-Server,Infrastructure,Medium,IQ Server
2528,TCP,NCR-CCL,Infrastructure,Medium,NCR CCL
2529,TCP,UTS-FTP,FileTransfer,Medium,UTS FTP
2530,TCP,VR-Commerce,Infrastructure,Medium,VR Commerce
2531,TCP,ITO-E-GUI,Infrastructure,Medium,ITO-E GUI
2532,TCP,OVTOPMD,Infrastructure,Medium,OVTOPMD
2533,TCP,SnifferServer,Infrastructure,Medium,SnifferServer
2534,TCP,Combox-Web-Access,Web,Medium,Combox Web Access
2535,TCP,W32Beagle-trojan-MADCAP,Infrastructure,Medium,W32.Beagle trojan / MADCAP
2536,TCP,btpp2audctr1,Infrastructure,Medium,btpp2audctr1
2537,TCP,Upgrade-Protocol,Infrastructure,Medium,Upgrade Protocol
2538,TCP,vnwk-prapi,Infrastructure,Medium,vnwk-prapi
2539,TCP,VSI-Admin,Infrastructure,Medium,VSI Admin
2540,TCP,LonWorks,Infrastructure,Medium,LonWorks
2541,TCP,LonWorks2,Infrastructure,Medium,LonWorks2
2542,TCP,daVinci,Infrastructure,Medium,daVinci
2543,TCP,REFTEK,Infrastructure,Medium,REFTEK
2544,TCP,Novell-ZEN,Infrastructure,Medium,Novell ZEN
2545,TCP,sis-emt,Infrastructure,Medium,sis-emt
2546,TCP,vytalvaultbrtp,Infrastructure,Medium,vytalvaultbrtp
2547,TCP,vytalvaultvsmp,Infrastructure,Medium,vytalvaultvsmp
2548,TCP,vytalvaultpipe,Infrastructure,Medium,vytalvaultpipe
2549,TCP,IPASS,Infrastructure,Medium,IPASS
2550,TCP,ADS,Infrastructure,Medium,ADS
2551,TCP,ISG-UDA-Server,Infrastructure,Medium,ISG UDA Server
2552,TCP,Call-Logging,Infrastructure,Medium,Call Logging
2553,TCP,efidiningport,Infrastructure,Medium,efidiningport
2554,TCP,VCnet-Link-v10,Infrastructure,Medium,VCnet-Link v10
2555,TCP,Compaq-WCP,Infrastructure,Medium,Compaq WCP
2556,TCP,W32BeagleN-trojan-MADCAP-nicetec-nmsvc,Infrastructure,Medium,W32.Beagle.N trojan / MADCAP / nicetec-nmsvc
2557,TCP,nicetec-mgmt,Infrastructure,Medium,nicetec-mgmt
2558,TCP,PCLE-Multi-Media,Infrastructure,Medium,PCLE Multi Media
2559,TCP,LSTP,Infrastructure,Medium,LSTP
2560,TCP,labrat,Infrastructure,Medium,labrat
2561,TCP,MosaixCC,Infrastructure,Medium,MosaixCC
2562,TCP,Delibo,Infrastructure,Medium,Delibo
2563,TCP,CTI-Redwood,Infrastructure,Medium,CTI Redwood
2564,TCP,HP-3000-NS-VT-block-mode-telnet,RemoteAccess,High,HP 3000 NS/VT block mode telnet
2565,TCP,Coordinator-Server,C2,High,Coordinator Server
2566,TCP,pcs-pcw,Infrastructure,Medium,pcs-pcw
2567,TCP,Cisco-Line-Protocol,Infrastructure,Medium,Cisco Line Protocol
2568,TCP,SPAM-TRAP,Infrastructure,Medium,SPAM TRAP
2569,TCP,Sonus-Call-Signal,Infrastructure,Medium,Sonus Call Signal
2570,TCP,HS-Port,Infrastructure,Medium,HS Port
2571,TCP,CECSVC,Infrastructure,Medium,CECSVC
2572,TCP,IBP,Infrastructure,Medium,IBP
2573,TCP,Trust-Establish,Infrastructure,Medium,Trust Establish
2574,TCP,Blockade-BPSP,Infrastructure,Medium,Blockade BPSP
2575,TCP,HL7,Infrastructure,Medium,HL7
2576,TCP,TCL-Pro-Debugger,Infrastructure,Medium,TCL Pro Debugger
2577,TCP,Scriptics-Lsrvr,Infrastructure,Medium,Scriptics Lsrvr
2578,TCP,RVS-ISDN-DCP,Infrastructure,Medium,RVS ISDN DCP
2579,TCP,mpfoncl,Infrastructure,Medium,mpfoncl
2580,TCP,Tributary,Infrastructure,Medium,Tributary
2581,TCP,ARGIS-TE,Infrastructure,Medium,ARGIS TE
2582,TCP,ARGIS-DS,Infrastructure,Medium,ARGIS DS
2583,TCP,MON-Wincrash2,Infrastructure,Medium,MON / Wincrash2
2584,TCP,cyaserv,Infrastructure,Medium,cyaserv
2585,TCP,NETX-Server,Infrastructure,Medium,NETX Server
2586,TCP,NETX-Agent,Infrastructure,Medium,NETX Agent
2587,TCP,MASC,Infrastructure,Medium,MASC
2588,TCP,Privilege,Infrastructure,Medium,Privilege
2589,TCP,quartus-tcl,Infrastructure,Medium,quartus tcl
2590,TCP,idotdist,Infrastructure,Medium,idotdist
2591,TCP,Maytag-Shuffle,Infrastructure,Medium,Maytag Shuffle
2592,TCP,netrek,Infrastructure,Medium,netrek
2593,TCP,MNS-Mail-Notice-Service,Infrastructure,Medium,MNS Mail Notice Service
2594,TCP,Data-Base-Server,Infrastructure,Medium,Data Base Server
2595,TCP,World-Fusion-1,Infrastructure,Medium,World Fusion 1
2596,TCP,World-Fusion-2,Infrastructure,Medium,World Fusion 2
2597,TCP,Homestead-Glory,Infrastructure,Medium,Homestead Glory
2598,TCP,Citrix-MA-Client,Infrastructure,Medium,Citrix MA Client
2599,TCP,Meridian-Data,Infrastructure,Medium,Meridian Data
2600,TCP,HPSTGMGR,Infrastructure,Medium,HPSTGMGR
2601,TCP,discp-client,Infrastructure,Medium,discp client
2602,TCP,discp-server,Infrastructure,Medium,discp server
2603,TCP,Service-Meter,Infrastructure,Medium,Service Meter
2604,TCP,NSC-CCS,Infrastructure,Medium,NSC CCS
2605,TCP,NSC-POSA,Infrastructure,Medium,NSC POSA
2606,TCP,Dell-Netmon,Infrastructure,Medium,Dell Netmon
2607,TCP,Dell-Connection,Infrastructure,Medium,Dell Connection
2608,TCP,Wag-Service,Infrastructure,Medium,Wag Service
2609,TCP,System-Monitor,C2,High,System Monitor
2610,TCP,VersaTek,Infrastructure,Medium,VersaTek
2611,TCP,LIONHEAD,Infrastructure,Medium,LIONHEAD
2612,TCP,Qpasa-Agent,Infrastructure,Medium,Qpasa Agent
2613,TCP,SMNTUBootstrap,Infrastructure,Medium,SMNTUBootstrap
2614,TCP,Never-Offline,Infrastructure,Medium,Never Offline
2615,TCP,firepower,Infrastructure,Medium,firepower
2616,TCP,appswitch-emp,Infrastructure,Medium,appswitch-emp
2617,TCP,Clinical-Context-Managers,Infrastructure,Medium,Clinical Context Managers
2618,TCP,Priority-E-Com,Infrastructure,Medium,Priority E-Com
2619,TCP,bruce,Infrastructure,Medium,bruce
2620,TCP,LPSRecommender,Infrastructure,Medium,LPSRecommender
2621,TCP,Miles-Apart-Jukebox-Server,Infrastructure,Medium,Miles Apart Jukebox Server
2622,TCP,MetricaDBC,Infrastructure,Medium,MetricaDBC
2623,TCP,LMDP,Infrastructure,Medium,LMDP
2624,TCP,Aria,Infrastructure,Medium,Aria
2625,TCP,Blwnkl-Port,Infrastructure,Medium,Blwnkl Port
2626,TCP,gbjd816,Infrastructure,Medium,gbjd816
2627,TCP,Moshe-Beeri,Infrastructure,Medium,Moshe Beeri
2628,TCP,DICT,Infrastructure,Medium,DICT
2629,TCP,Sitara-Server,Infrastructure,Medium,Sitara Server
2630,TCP,Sitara-Management,Infrastructure,Medium,Sitara Management
2631,TCP,Sitara-Dir,Infrastructure,Medium,Sitara Dir
2632,TCP,IRdg-Post,Infrastructure,Medium,IRdg Post
2633,TCP,InterIntelli,Infrastructure,Medium,InterIntelli
2634,TCP,PK-Electronics,Infrastructure,Medium,PK Electronics
2635,TCP,Back-Burner,Infrastructure,Medium,Back Burner
2636,TCP,Solve,Infrastructure,Medium,Solve
2637,TCP,Import-Document-Service,Infrastructure,Medium,Import Document Service
2638,TCP,Sybase-Anywhere,Infrastructure,Medium,Sybase Anywhere
2639,TCP,AMInet,Infrastructure,Medium,AMInet
2640,TCP,Sabbagh-Associates-Licence-Manager,Infrastructure,Medium,Sabbagh Associates Licence Manager
2641,TCP,HDL-Server,Infrastructure,Medium,HDL Server
2642,TCP,Tragic,Infrastructure,Medium,Tragic
2643,TCP,GTE-SAMP,Infrastructure,Medium,GTE-SAMP
2644,TCP,Travsoft-IPX-Tunnel,Infrastructure,Medium,Travsoft IPX Tunnel
2645,TCP,Novell-IPX-CMD,Infrastructure,Medium,Novell IPX CMD
2646,TCP,AND-Licence-Manager,Infrastructure,Medium,AND Licence Manager
2647,TCP,SyncServer,Infrastructure,Medium,SyncServer
2648,TCP,Upsnotifyprot,Infrastructure,Medium,Upsnotifyprot
2649,TCP,VPSIPPORT,Infrastructure,Medium,VPSIPPORT
2650,TCP,eristwoguns,Infrastructure,Medium,eristwoguns
2651,TCP,EBInSite,Infrastructure,Medium,EBInSite
2652,TCP,InterPathPanel,Infrastructure,Medium,InterPathPanel
2653,TCP,Sonus,Infrastructure,Medium,Sonus
2654,TCP,Corel-VNC-Admin,RemoteAccess,High,Corel VNC Admin
2655,TCP,UNIX-Nt-Glue,Infrastructure,Medium,UNIX Nt Glue
2656,TCP,Kana,Infrastructure,Medium,Kana
2657,TCP,SNS-Dispatcher,Infrastructure,Medium,SNS Dispatcher
2658,TCP,SNS-Admin,Infrastructure,Medium,SNS Admin
2659,TCP,SNS-Query,Infrastructure,Medium,SNS Query
2660,TCP,GC-Monitor,C2,High,GC Monitor
2661,TCP,OLHOST,Infrastructure,Medium,OLHOST
2662,TCP,BinTec-CAPI,Infrastructure,Medium,BinTec-CAPI
2663,TCP,BinTec-TAPI,Infrastructure,Medium,BinTec-TAPI
2664,TCP,Command-MQ-GM,Infrastructure,Medium,Command MQ GM
2665,TCP,Command-MQ-PM,Infrastructure,Medium,Command MQ PM
2666,TCP,extensis,Infrastructure,Medium,extensis
2667,TCP,Alarm-Clock-Server,Infrastructure,Medium,Alarm Clock Server
2668,TCP,Alarm-Clock-Client,Infrastructure,Medium,Alarm Clock Client
2669,TCP,TOAD,Infrastructure,Medium,TOAD
2670,TCP,TVE-Announce,Infrastructure,Medium,TVE Announce
2671,TCP,newlixreg,Infrastructure,Medium,newlixreg
2672,TCP,nhserver,Infrastructure,Medium,nhserver
2673,TCP,First-Call-42,Infrastructure,Medium,First Call 42
2674,TCP,ewnn,Infrastructure,Medium,ewnn
2675,TCP,TTC-ETAP,Infrastructure,Medium,TTC ETAP
2676,TCP,SIMSLink,Infrastructure,Medium,SIMSLink
2677,TCP,Gadget-Gate-1-Way,Infrastructure,Medium,Gadget Gate 1 Way
2678,TCP,Gadget-Gate-2-Way,Infrastructure,Medium,Gadget Gate 2 Way
2679,TCP,Sync-Server-SSL,Infrastructure,Medium,Sync Server SSL
2680,TCP,pxc-sapxom,Infrastructure,Medium,pxc-sapxom
2681,TCP,mpnjsomb,Infrastructure,Medium,mpnjsomb
2682,TCP,SRSP,Infrastructure,Medium,SRSP
2683,TCP,NCDLoadBalance,Infrastructure,Medium,NCDLoadBalance
2684,TCP,mpnjsosv,Infrastructure,Medium,mpnjsosv
2685,TCP,mpnjsocl,Infrastructure,Medium,mpnjsocl
2686,TCP,mpnjsomg,Infrastructure,Medium,mpnjsomg
2687,TCP,pq-lic-mgmt,Infrastructure,Medium,pq-lic-mgmt
2688,TCP,md-cf-HTTP,Web,Medium,md-cf-HTTP
2689,TCP,FastLynx,Infrastructure,Medium,FastLynx
2690,TCP,HP-NNM-Embedded-Database,Database,Medium,HP NNM Embedded Database
2691,TCP,IT-Internet,Infrastructure,Medium,IT Internet
2692,TCP,Admins-LMS,Infrastructure,Medium,Admins LMS
2693,TCP,belarc-HTTP,Web,Medium,belarc-HTTP
2694,TCP,pwrsevent,Infrastructure,Medium,pwrsevent
2695,TCP,VSPREAD,Infrastructure,Medium,VSPREAD
2696,TCP,Unify-Admin,Infrastructure,Medium,Unify Admin
2697,TCP,Oce-SNMP-Trap-Port,Infrastructure,Medium,Oce SNMP Trap Port
2698,TCP,MCK-IVPIP,Infrastructure,Medium,MCK-IVPIP
2699,TCP,Csoft-Plus-Client,Infrastructure,Medium,Csoft Plus Client
2700,TCP,tqdata,Infrastructure,Medium,tqdata
2701,TCP,SMS-Remote-Control,Infrastructure,Medium,SMS Remote Control (control)
2702,TCP,SMS-Remote-Control,Infrastructure,Medium,SMS Remote Control (data)
2703,TCP,SMS-Remote-Control,Infrastructure,Medium,SMS Remote Control (chat)
2704,TCP,SMS-Remote-File-Transfer,FileTransfer,Medium,SMS Remote File Transfer
2705,TCP,SDS-Admin,Infrastructure,Medium,SDS Admin
2706,TCP,NCD-Mirroring,Infrastructure,Medium,NCD Mirroring
2707,TCP,EMCSYMAPIPORT,Infrastructure,Medium,EMCSYMAPIPORT
2708,TCP,Banyan-Net,Infrastructure,Medium,Banyan-Net
2709,TCP,Supermon,Infrastructure,Medium,Supermon
2710,TCP,SSO-Service,Infrastructure,Medium,SSO Service
2711,TCP,SSO-Control,Infrastructure,Medium,SSO Control
2712,TCP,Axapta-Object-Communication-Protocol,Infrastructure,Medium,Axapta Object Communication Protocol
2713,TCP,Raven1,Infrastructure,Medium,Raven1
2714,TCP,Raven2,Infrastructure,Medium,Raven2
2715,TCP,HPSTGMGR2,Infrastructure,Medium,HPSTGMGR2
2716,TCP,Inova-IP-Disco,Infrastructure,Medium,Inova IP Disco
2717,TCP,PN-REQUESTER,Infrastructure,Medium,PN REQUESTER
2718,TCP,PN-REQUESTER-2,Infrastructure,Medium,PN REQUESTER 2
2719,TCP,Scan-Change,Infrastructure,Medium,Scan & Change
2720,TCP,wkars,Infrastructure,Medium,wkars
2721,TCP,Smart-Diagnose,Infrastructure,Medium,Smart Diagnose
2722,TCP,Proactive-Server,Infrastructure,Medium,Proactive Server
2723,TCP,WatchDog-NT,Infrastructure,Medium,WatchDog NT
2724,TCP,qotps,Infrastructure,Medium,qotps
2725,TCP,SQL-Analysis-Services-MSOLAP-PTP2,Database,High,SQL Analysis Services / MSOLAP PTP2
2726,TCP,TAMS,Infrastructure,Medium,TAMS
2727,TCP,Media-Gateway-Control-Protocol-Call-Agent,Infrastructure,Medium,Media Gateway Control Protocol Call Agent
2728,TCP,SQDR,Infrastructure,Medium,SQDR
2729,TCP,TCIM-Control,Infrastructure,Medium,TCIM Control
2730,TCP,NEC-RaidPlus,Infrastructure,Medium,NEC RaidPlus
2731,TCP,NetDragon-Messanger,Infrastructure,Medium,NetDragon Messanger
2732,TCP,G5M,Infrastructure,Medium,G5M
2733,TCP,Signet-CTF,Infrastructure,Medium,Signet CTF
2734,TCP,CCS-Software,Infrastructure,Medium,CCS Software
2735,TCP,Monitor-Console,C2,High,Monitor Console
2736,TCP,RADWIZ-NMS-SRV,Infrastructure,Medium,RADWIZ NMS SRV
2737,TCP,SRP-Feedback,Infrastructure,Medium,SRP Feedback
2738,TCP,NDL-TCP-OSI-Gateway,Infrastructure,Medium,NDL TCP-OSI Gateway
2739,TCP,TN-Timing,Infrastructure,Medium,TN Timing
2740,TCP,Alarm,Infrastructure,Medium,Alarm
2741,TCP,TSB,Infrastructure,Medium,TSB
2742,TCP,TSB2,Infrastructure,Medium,TSB2
2743,TCP,murx,Infrastructure,Medium,murx
2744,TCP,honyaku,Infrastructure,Medium,honyaku
2745,TCP,W32BeagleC-trojan-URBISNET,Infrastructure,Medium,W32.Beagle.C trojan) / URBISNET
2746,TCP,CPUDPENCAP,Infrastructure,Medium,CPUDPENCAP
2747,TCP,ykfujitsucojp,Infrastructure,Medium,yk.fujitsu.co.jp
2748,TCP,ykfujitsucojp,Infrastructure,Medium,yk.fujitsu.co.jp
2749,TCP,ykfujitsucojp,Infrastructure,Medium,yk.fujitsu.co.jp
2750,TCP,ykfujitsucojp,Infrastructure,Medium,yk.fujitsu.co.jp
2751,TCP,ykfujitsucojp,Infrastructure,Medium,yk.fujitsu.co.jp
2752,TCP,RSISYS-ACCESS,Infrastructure,Medium,RSISYS ACCESS
2753,TCP,de-spot,Infrastructure,Medium,de-spot
2754,TCP,APOLLO-CC,Infrastructure,Medium,APOLLO CC
2755,TCP,Express-Pay,Infrastructure,Medium,Express Pay
2756,TCP,simplement-tie,Infrastructure,Medium,simplement-tie
2757,TCP,CNRP,Infrastructure,Medium,CNRP
2758,TCP,APOLLO-Status,Infrastructure,Medium,APOLLO Status
2759,TCP,APOLLO-GMS,Infrastructure,Medium,APOLLO GMS
2760,TCP,Saba-MS,Infrastructure,Medium,Saba MS
2761,TCP,DICOM-ISCL,Infrastructure,Medium,DICOM ISCL
2762,TCP,DICOM-TLS,Infrastructure,Medium,DICOM TLS
2763,TCP,Desktop-DNA,Infrastructure,Medium,Desktop DNA
2764,TCP,Data-Insurance,Infrastructure,Medium,Data Insurance
2765,TCP,qip-audup,Infrastructure,Medium,qip-audup
2766,TCP,Compaq-SCP,Infrastructure,Medium,Compaq SCP
2767,TCP,UADTC,Infrastructure,Medium,UADTC
2768,TCP,UACS,Infrastructure,Medium,UACS
2769,TCP,Single-Point-MVS,Infrastructure,Medium,Single Point MVS
2770,TCP,Veronica,Infrastructure,Medium,Veronica
2771,TCP,Vergence-CM,Infrastructure,Medium,Vergence CM
2772,TCP,auris,Infrastructure,Medium,auris
2773,TCP,PC-Backup,Infrastructure,Medium,PC Backup
2774,TCP,PC-Backup,Infrastructure,Medium,PC Backup
2775,TCP,SMMP,Infrastructure,Medium,SMMP
2776,TCP,Ridgeway-Systems-Software,Infrastructure,Medium,Ridgeway Systems & Software
2777,TCP,Ridgeway-Systems-Software,Infrastructure,Medium,Ridgeway Systems & Software
2778,TCP,Gwen-Sonya,Infrastructure,Medium,Gwen-Sonya
2779,TCP,LBC-Sync,Infrastructure,Medium,LBC Sync
2780,TCP,LBC-Control,Infrastructure,Medium,LBC Control
2781,TCP,whosells,Infrastructure,Medium,whosells
2782,TCP,everydayrc,Infrastructure,Medium,everydayrc
2783,TCP,AISES,Infrastructure,Medium,AISES
2784,TCP,world-wide-web---development,Web,Medium,world wide web - development
2785,TCP,aic-np,Infrastructure,Medium,aic-np
2786,TCP,aic-oncrpc---Destiny-MCD-database,Windows,High,aic-oncrpc - Destiny MCD database
2787,TCP,piccolo---Cornerstone-Software,Infrastructure,Medium,piccolo - Cornerstone Software
2788,TCP,NetWare-Loadable-Module---Seagate-Software,Infrastructure,Medium,NetWare Loadable Module - Seagate Software
2789,TCP,Media-Agent,Infrastructure,Medium,Media Agent
2790,TCP,PLG-Proxy,Web,Medium,PLG Proxy
2791,TCP,MT-Port-Registrator,C2,High,MT Port Registrator
2792,TCP,f5-globalsite,Infrastructure,Medium,f5-globalsite
2793,TCP,initlsmsad,Infrastructure,Medium,initlsmsad
2794,TCP,aaftp,FileTransfer,Medium,aaftp
2795,TCP,LiveStats,Infrastructure,Medium,LiveStats
2796,TCP,ac-tech,Infrastructure,Medium,ac-tech
2797,TCP,esp-encap,Infrastructure,Medium,esp-encap
2798,TCP,TMESIS-UPShot,Infrastructure,Medium,TMESIS-UPShot
2799,TCP,ICON-Discover,Infrastructure,Medium,ICON Discover
2800,TCP,ACC-RAID,Infrastructure,Medium,ACC RAID
2801,TCP,IGCP,Infrastructure,Medium,IGCP
2802,TCP,Veritas-TCP1,Infrastructure,Medium,Veritas TCP1
2803,TCP,btprjctrl,Infrastructure,Medium,btprjctrl
2804,TCP,Telexis-VTU,Infrastructure,Medium,Telexis VTU
2805,TCP,WTA-WSP-S,Infrastructure,Medium,WTA WSP-S
2806,TCP,cspuni,Infrastructure,Medium,cspuni
2807,TCP,cspmulti,Infrastructure,Medium,cspmulti
2808,TCP,J-LAN-P,Infrastructure,Medium,J-LAN-P
2809,TCP,CORBA-LOC,Infrastructure,Medium,CORBA LOC
2810,TCP,Active-Net-Steward,Infrastructure,Medium,Active Net Steward
2811,TCP,GSI-FTP,FileTransfer,Medium,GSI FTP
2812,TCP,atmtcp,Infrastructure,Medium,atmtcp
2813,TCP,llm-pass,Infrastructure,Medium,llm-pass
2814,TCP,llm-csv,Infrastructure,Medium,llm-csv
2815,TCP,LBC-Measurement,Infrastructure,Medium,LBC Measurement
2816,TCP,LBC-Watchdog,Infrastructure,Medium,LBC Watchdog
2817,TCP,NMSig-Port,Infrastructure,Medium,NMSig Port
2818,TCP,rmlnk,Infrastructure,Medium,rmlnk
2819,TCP,FC-Fault-Notification,Infrastructure,Medium,FC Fault Notification
2820,TCP,UniVision,Infrastructure,Medium,UniVision
2821,TCP,vmldms,Infrastructure,Medium,vml_dms
2822,TCP,ka0wuc,Infrastructure,Medium,ka0wuc
2823,TCP,CQG-Net-LAN,Infrastructure,Medium,CQG Net/LAN
2826,TCP,slc-systemlog,Infrastructure,Medium,slc systemlog
2827,TCP,slc-ctrlrloops,Infrastructure,Medium,slc ctrlrloops
2828,TCP,ITM-License-Manager,Infrastructure,Medium,ITM License Manager
2829,TCP,silkp1,Infrastructure,Medium,silkp1
2830,TCP,silkp2,Infrastructure,Medium,silkp2
2831,TCP,silkp3,Infrastructure,Medium,silkp3
2832,TCP,silkp4,Infrastructure,Medium,silkp4
2833,TCP,glishd,Infrastructure,Medium,glishd
2834,TCP,EVTP,Infrastructure,Medium,EVTP
2835,TCP,EVTP-DATA,Infrastructure,Medium,EVTP-DATA
2836,TCP,catalyst,Infrastructure,Medium,catalyst
2837,TCP,Repliweb,Web,Medium,Repliweb
2838,TCP,Starbot,Infrastructure,Medium,Starbot
2839,TCP,NMSigPort,Infrastructure,Medium,NMSigPort
